date,symbol,direction,shares,price,value,cost
2019-05-06,511260,buy,255.1258493284866,105.09,26811.175505930656,34.85452815770985
2019-06-03,511880,sell,274.11561185237264,101.244,27752.561006381613,36.0783293082961
2019-06-03,511010,sell,238.09844050621308,116.996,27856.565145464905,36.21353468910438
2019-06-03,511260,sell,261.1472162288661,106.114,27711.3757029099,36.024788413782865
2019-06-03,159915,sell,64378.260861874536,1.411,90837.72607610497,118.08904389893645
2019-06-03,513100,sell,129153.09494701533,0.49616140215716475,64080.780681848555,83.30501488640311
2019-06-03,518880,sell,5644.074975217728,2.914,16446.83447778446,21.3808848211198
2019-06-03,512880,buy,34005.44664675509,0.899,30570.896535432825,39.74216549606267
2019-06-03,512660,buy,33281.96758147833,0.732,24362.400269642138,31.67112035053478
2019-06-03,512800,buy,386643.9766657434,0.5136601012943162,198603.58421896296,258.18465948465183
2019-07-30,518880,sell,10014.23500943168,3.152,31564.86874972866,41.03432937464726
2019-07-30,511880,buy,103.55214617670259,101.607,10521.62291657622,13.678109791549085
2019-07-30,511010,buy,89.43840086854259,117.641,10521.62291657622,13.678109791549085
2019-07-30,511260,buy,98.35314659627416,106.978,10521.622916576216,13.67810979154908
2019-08-01,511880,sell,89.02423807824171,101.631,9047.622340129783,11.761909042168718
2019-08-01,511010,sell,77.41765241291965,117.756,9116.393077535766,11.851311000796494
2019-08-01,511260,sell,85.88036334769173,107.17,9203.798539972122,11.964938101963758
2019-08-01,512880,sell,109681.87911683938,0.951,104307.46704011425,135.5997071521485
2019-08-01,512660,sell,140831.53278602174,0.772,108721.94331080878,141.3385263040514
2019-08-01,513100,sell,489396.3631298347,0.5499219953775037,269129.8245428521,349.8687719057077
2019-08-01,512800,sell,386643.9766657434,0.543845807540799,210274.7057205671,273.3571174367372
2019-08-01,518880,buy,230925.4183763098,3.112,718639.9019870762,934.231872583199
2019-08-15,518880,sell,157572.64203130195,3.414,537952.9998948649,699.3388998633243
2019-08-15,511880,buy,1762.959539803976,101.714,179317.6666316216,233.11296662110806
2019-08-15,511010,buy,1512.897310561578,118.526,179317.6666316216,233.11296662110806
2019-08-15,511260,buy,1651.6926720301162,108.566,179317.6666316216,233.11296662110806
2019-08-29,518880,sell,88703.12065127178,3.565,316226.6251217839,411.094612658319
2019-08-29,511880,buy,1035.3591042107735,101.809,105408.87504059463,137.03153755277302
2019-08-29,511010,buy,891.2562360750371,118.27,105408.87504059463,137.03153755277302
2019-08-29,511260,buy,973.9159864050799,108.232,105408.8750405946,137.031537552773
