date,nav,cash,invested,drawdown,is_circuit
2017-10-16,1161986.6949322415,11200.13132605482,1150786.5636061865,-0.0025461689018342858,0
2017-10-17,1157883.9460005306,11200.13132605482,1146683.8146744757,-0.006067984304554984,0
2017-10-18,1160559.3651122472,11200.13132605482,1149359.2337861923,-0.003771394288151613,0
2017-10-19,1156555.947851594,11200.13132605482,1145355.8165255392,-0.00720794300384566,0
2017-10-20,1159606.2924845007,11200.13132605482,1148406.1611584458,-0.004589515483520358,0
2017-10-23,1160754.1217444804,11200.13132605482,1149553.9904184255,-0.0036042144488298033,0
2017-10-24,1165221.109358787,11200.13132605482,1154020.9780327321,0.0,0
2017-10-25,1166796.803228722,11200.13132605482,1155596.671902667,0.0,0
2017-10-26,1167165.5902638696,11200.13132605482,1155965.4589378147,0.0,0
2017-10-27,1165657.2467217622,11200.13132605482,1154457.1153957073,-0.001292313237032955,0
2017-10-30,1158530.4623172549,11200.13132605482,1147330.3309912,-0.007398374334067326,0
2017-10-31,1157638.5519998441,11200.13132605482,1146438.4206737892,-0.008162542096423201,0
2017-11-01,1153267.8197164163,11200.13132605482,1142067.6883903614,-0.011907282619864885,0
2017-11-02,1151630.6809119994,11200.13132605482,1140430.5495859445,-0.013309944605510599,0
2017-11-03,1150317.7408839245,11200.13132605482,1139117.6095578696,-0.014434840711964585,0
2017-11-06,1157191.1227576775,11200.13132605482,1145990.9914316225,-0.008545888937607524,0
2017-11-07,1162390.516227157,11200.13132605482,1151190.3849011022,-0.0040911710185295895,0
2017-11-08,1164216.434811087,11200.13132605482,1153016.3034850322,-0.0025267669621032813,0
2017-11-09,1169372.5518189403,11200.13132605482,1158172.4204928854,0.0,0
2017-11-10,1173701.2263797487,11200.13132605482,1162501.0950536937,0.0,0
2017-11-13,1173838.2784811019,11200.13132605482,1162638.147155047,0.0,0
2017-11-14,1166942.7320191883,11200.13132605482,1155742.6006931334,-0.005874358153353163,0
2017-11-15,1163134.3400714763,11200.13132605482,1151934.2087454214,-0.009118750517725496,0
2017-11-16,1163116.5920786734,11200.13132605482,1151916.4607526185,-0.009133870141210464,0
2017-11-17,1162861.3101383124,11200.13132605482,1151661.1788122575,-0.009351346385630899,0
2017-11-20,1167568.1271524776,11200.13132605482,1156367.9958264227,-0.0053415802189868454,0
2017-11-21,1174966.0126790488,11200.13132605482,1163765.881352994,0.0,0
2017-11-22,1174387.6845944484,11200.13132605482,1163187.5532683935,-0.0004922083518669112,0
2017-11-23,1156045.850056065,11200.13132605482,1144845.71873001,-0.016102731839743853,0
2017-11-24,1156690.456578885,11200.13132605482,1145490.32525283,-0.015554114674767153,0
2017-11-27,1149448.412654057,11200.13132605482,1138248.281328002,-0.021717734597964267,0
2017-11-28,1153250.7377584337,11200.13132605482,1142050.6064323788,-0.018481619626683477,0
2017-11-29,1152422.1985985779,11200.13132605482,1141222.067272523,-0.019186779734222798,0
2017-11-30,1146303.9062240035,11200.13132605482,1135103.7748979486,-0.024393987694752636,0
2017-12-01,1145581.9700968747,11296.818387387964,1134285.1517094867,-0.02500841919263289,0
2017-12-04,1144085.5842563938,11296.818387387964,1132788.7658690058,-0.026281975894982938,0
2017-12-05,1143677.5209851866,11296.818387387964,1132380.7025977985,-0.026629273831096718,0
2017-12-06,1139778.511129753,11296.818387387964,1128481.692742365,-0.029947676077084616,0
2017-12-07,1132184.774032983,11296.818387387964,1120887.955645595,-0.03641061799610696,0
2017-12-08,1131675.0540407833,11296.818387387964,1120378.2356533953,-0.036844434793103044,0
2017-12-11,1141115.162750972,11296.818387387964,1129818.344363584,-0.028810067323473697,0
2017-12-12,1132952.1681741471,11296.818387387964,1121655.3497867591,-0.035757497707619296,0
2017-12-13,1136643.1687933044,11296.818387387964,1125346.3504059163,-0.032616129719671,0
2017-12-14,1137577.127512836,11296.818387387964,1126280.3091254479,-0.0318212482427149,0
2017-12-15,1131720.263430169,11296.818387387964,1120423.445042781,-0.03680595760406275,0
2017-12-18,1129445.5852913607,11296.818387387964,1118148.7669039727,-0.038741909890564925,0
2017-12-19,1136232.6419626982,11296.818387387964,1124935.8235753102,-0.03296552436272975,0
2017-12-20,1133057.4267476078,11296.818387387964,1121760.6083602197,-0.03566791335171046,0
2017-12-21,1136700.8936298797,11296.818387387964,1125404.0752424917,-0.03256700077810808,0
2017-12-22,1136089.704431373,11296.818387387964,1124792.886043985,-0.03308717684440397,0
2017-12-25,1135014.7889047125,11296.818387387964,1123717.9705173245,-0.034002025031552356,0
2017-12-26,1135151.2328666155,11296.818387387964,1123854.4144792275,-0.03388589915179871,0
2017-12-27,1130454.11290143,11296.818387387964,1119157.294514042,-0.037883563692303564,0
2017-12-28,1133437.5278358245,11296.818387387964,1122140.7094484365,-0.03534441370651639,0
2017-12-29,1139781.1165557678,11296.818387387964,1128484.2981683798,-0.02994545862910165,0
2018-01-02,1149380.1477372944,11296.818387387964,1138083.3293499064,-0.021775834080013816,0
2018-01-03,1155766.2907461566,11296.818387387964,1144469.4723587686,-0.016340661538894043,0
2018-01-04,1155291.4679328261,11296.818387387964,1143994.6495454381,-0.01674477775009219,0
2018-01-05,1158656.7666235056,11296.818387387964,1147359.9482361176,-0.013880610910911674,0
2018-01-08,1164310.5971409015,11296.818387387964,1153013.7787535135,-0.009068701071490427,0
2018-01-09,1166964.946473065,11296.818387387964,1155668.128085677,-0.0068096150183446225,0
2018-01-10,1164390.1341625622,11296.818387387964,1153093.3157751742,-0.00900100803117911,0
2018-01-11,1164351.0580797,11296.818387387964,1153054.239692312,-0.00903426523389012,0
2018-01-12,1170935.4126007922,11296.818387387964,1159638.5942134042,-0.0034303971644816912,0
2018-01-15,1165624.6728896343,11296.818387387964,1154327.8545022462,-0.007950306382152524,0
2018-01-16,1171594.1958889894,11296.818387387964,1160297.3775016014,-0.0028697143182646935,0
2018-01-17,1172863.3788079366,11296.818387387964,1161566.5604205485,-0.0017895273977483147,0
2018-01-18,1172938.212411326,11296.818387387964,1161641.3940239379,-0.0017258373823931476,0
2018-01-19,1175526.1201025557,11296.818387387964,1164229.3017151677,0.0,0
2018-01-22,1181436.3422560364,11296.818387387964,1170139.5238686483,0.0,0
2018-01-23,1179767.417993775,11296.818387387964,1168470.599606387,-0.001412623094930635,0
2018-01-24,1188272.3615174987,11296.818387387964,1176975.5431301107,0.0,0
2018-01-25,1184029.2825047271,11296.818387387964,1172732.464117339,-0.0035707966878510272,0
2018-01-26,1184178.2223787913,11296.818387387964,1172881.4039914033,-0.003445455159353325,0
2018-01-29,1171057.094509626,11296.818387387964,1159760.276122238,-0.014487644049793191,0
2018-01-30,1163667.8962177483,11296.818387387964,1152371.0778303603,-0.02070608228935746,0
2018-01-31,1157918.517430254,11296.818387387964,1146621.699042866,-0.025544517461031355,0
2018-02-01,1148097.0921218356,11392.957582042782,1136704.1345397928,-0.03380981557490474,0
